DIST_NAME,AC_NAME,AC_TYPE,Name,Gender,Caste,Age,Party,Votes,POSITION,Polled,Electors,MLA.12,Party.12,,Match,cand,const,party,Criminal Case ,Education ,Total Assets,ser,ABBAS AHAMADMariyahu,Abbas AhmadMARIYAHU
Gorakhpur,Pipraich,GEN,NAUMI NATH,M,GEN,27,JANADIP,1080,8,246019,386459,RAJMATI,SP,NAUMI NATHPipraich,Naumi NathPIPRAICH,Naumi Nath,PIPRAICH,Jan Adhikar Party,0,12th Pass,64200,NA,,
Saharanpur,Gangoh,GEN,NAUMAN MASOOD,M,GEN,47,INC,61418,2,257464,357545,PARDEEP KUMAR,INC,NAUMAN MASOODGangoh,Nauman MasoodGANGOH,Nauman Masood,GANGOH,INC,0,12th Pass,38774172,NA,,
Deoria,Rampur Karkhana,GEN,NATTHU YADAV,M,GEN,40,BMUP,411,14,192384,328341,CHOUDHARI FASIHA BASHIR ALIAS GAJALA LARI,SP,NATTHU YADAVRampur Karkhana,Natthu YadavRAMPUR KARKHANA,Natthu Yadav,RAMPUR KARKHANA,Bahujan Mukti Party,0,10th Pass,100450,NA,,
Amethi,Amethi,GEN,NATHU RAM,M,GEN,59,JPS,385,21,187822,334587,GAYATRI PRASAD,SP,NATHU RAMAmethi,Nathu RamAMETHI,Nathu Ram,AMETHI,Janvadi Party(Socialist),0,12th Pass,26365000,NA,,
PILIBHIT,Puranpur,SC,NATTHO DEVI,F,SC,44,SSKP,1502,6,246853,369531,PEETAM RAM,SP,NATTHO DEVIPuranpur,Natho DeviPURANPUR ,Natho Devi,PURANPUR ,Sarva Samaj Kalyan Party,0,Illiterate,20000,NA,SRIKANT GUPTA SAHUCaimpiyarganj,Sri Kant Gupta SahuCAIMPIYARGANJ
Agra,Agra South,GEN,NASIR ABBAS,M,GEN,36,BKS,244,15,217256,348912,YOGENDRA UPADHYAYA,BJP,NASIR ABBASAgra South,Nasir AbbasAGRA SOUTH,Nasir Abbas,AGRA SOUTH,Bharatiya Karyasth Sena,0,5th Pass,162100,NA,,
Chandauli,Sakaldiha,GEN,NASIM ANSHARI,M,GEN,31,LD,529,8,202422,317765,SUSHIL SINGH,IND,NASIM ANSHARISakaldiha,Nasim AnshariSAKALDIHA,Nasim Anshari,SAKALDIHA,Lok Dal,0,12th Pass,1839000,NA,,
Jaunpur,Mariyahu,GEN,NASIM AHMAD,M,GEN,25,MAHAD,409,21,180072,308120,SHRADDHA YADAV,SP,NASIM AHMADMariyahu,Nasim AhmadMARIYAHU,Nasim Ahmad,MARIYAHU,Mahakranti Dal,0,Graduate,525000,NA,,
Faizabad,Goshainganj,GEN,NASIB ALI,M,GEN,58,MBCOI,658,10,227428,376167,ABHAY SINGH,SP,NASIB ALIGoshainganj,Nasib AliGOSHAINGANJ,Nasib Ali,GOSHAINGANJ,Most Backward Classes Of India,0,Graduate,4134639,NA,,
Kheri,PALIA,GEN,NASEER AHMAD,M,GEN,39,NCP,1387,7,231833,340784,HARVINDAR KUMAR SAHANI ALIAS ROMI SAHANI,BSP,NASEER AHMADPALIA,Naseer AhmadPALIA,Naseer Ahmad,PALIA,NCP,0,8th Pass,100000,NA,,
Rampur,Chamraua,GEN,NASEER AHMAD KHAN,M,GEN,79,SP,87400,1,194349,299126,ALI YUSUF ALI,BSP,NASEER AHMAD KHANChamraua,Naseer Ahmad KhanCHAMRAUA,Naseer Ahmad Khan,CHAMRAUA,SP,0,Post Graduate,35128461,NA,,
Kanpur Nagar,Kanpur Cantt.,GEN,NASEEM AHMAD,M,GEN,63,BSP,14079,3,176462,335587,RAGHUNANDAN SINGH BHADAURIA,BJP,NASEEM AHMADKanpur Cantt.,Naseem AhmadKANPUR CANTT.,Naseem Ahmad,KANPUR CANTT.,BSP,0,Not Given,19881708,NA,,
Bareilly,Baheri,GEN,NASEEM AHMAD,M,GEN,50,BSP,66009,2,247787,344388,ATAURREHMAN,SP,NASEEM AHMADBaheri,Naseem AhmadBAHERI,Naseem Ahmad,BAHERI,BSP,0,Post Graduate,61999703,NA,,
Kanpur Nagar,Bilhaur,SC,NARPAT SINGH,M,SC,31,RLD,1239,5,240732,377575,ARUNA KUMARI KORI,SP,NARPAT SINGHBilhaur,Narpat SinghBILHAUR ,Narpat Singh,BILHAUR ,RLD,0,Post Graduate,812549,NA,DR. TANVEER AHMAD KHANRampur  ,Dr. Tanveer Ahmad KhanRAMPUR
Saharanpur,Behat,GEN,NARESH SAINI,M,GEN,53,INC,97035,1,252563,336576,MAHAVEER SINGH RANA,BSP,NARESH SAINIBehat,Naresh SainiBEHAT,Naresh Saini,BEHAT,INC,0,Post Graduate,10780291,NA,,
Mau,Madhuban,GEN,NARENDRA,M,GEN,31,ASP,292,22,214283,377976,UMESH PANDEY,BSP,NARENDRAMadhuban,NarendraMADHUBAN,Narendra,MADHUBAN,Ambedkar Samaj Party,0,Post Graduate,120000,NA,,
Azamgarh,Didarganj,GEN,NARENDRA,M,GEN,49,LD,364,13,187419,341579,ADIL SHEIKH,SP,NARENDRADidarganj,NarendraDIDARGANJ,Narendra,DIDARGANJ,Lok Dal,0,Literate,115000,NA,,
Mathura,Goverdhan,GEN,KR. NARENDRA SINGH,M,GEN,63,RLD,40999,3,207114,311396,RAJKUMAR RAWAT,BSP,KR. NARENDRA SINGHGoverdhan,Narendra SinghGOVERDHAN,Narendra Singh,GOVERDHAN,RLD,0,Graduate,67941329,NA,MADHURI VERMANanpara,Smt Madhuri VermaNANPARA
Agra,Etmadpur,GEN,NARENDRA BAGHEL,M,GEN,47,RLD,3496,4,284227,417210,DR. DHARAMPAL SINGH,BSP,NARENDRA BAGHELEtmadpur,Narendra SinghETMADPUR,Narendra Singh,ETMADPUR,RLD,1,Literate,17447649,NA,JAI PRAKASHZafrabad,Sachindra NathZAFRABAD
Sambhal,Asmoli,GEN,NARENDRA SINGH,M,GEN,65,BJP,76484,2,250045,348577,PINKI SINGH,SP,NARENDRA SINGHAsmoli,Narendra SinghASMOLI,Narendra Singh,ASMOLI,BJP,2,12th Pass,19079562,1,,
Farrukhabad,Amritpur,GEN,NARENDRA SINGH YADAV,M,GEN,67,SP,52995,2,174664,298668,NARENDRA SINGH YADAV,SP,NARENDRA SINGH YADAVAmritpur,Narendra Singh YadavAMRITPUR,Narendra Singh Yadav,AMRITPUR,SP,0,Post Graduate,68236987,NA,,
Sitapur,Mahmoodabad,GEN,NARENDRA SINGH VERMA,M,GEN,53,SP,81469,1,210662,290920,NARENDRA SINGH VERMA,SP,NARENDRA SINGH VERMAMahmoodabad,Narendra Singh VermaMOHMOODABAD,Narendra Singh Verma,MOHMOODABAD,SP,0,Graduate Professional,58490971,NA,RAJKUMAR JINDALShahabad,Raj Kumar JindalSHAHABAD
Varanasi,Pindra,GEN,NARENDRA PANDEY,M,GEN,38,SHS,793,8,204379,342536,AJAY,INC,NARENDRA PANDEYPindra,Narendra PandeyPINDRA,Narendra Pandey,PINDRA,SHS,0,12th Pass,3420000,NA,,
Bareilly,Meerganj,GEN,NARENDRA PAL SINGH,M,GEN,69,INC,36938,3,210283,324812,SULTAN BAIG,BSP,NARENDRA PAL SINGHMeerganj,Narendra Pal SinghMEERGANJ,Narendra Pal Singh,MEERGANJ,INC,0,12th Pass,25431582,NA,,
Varanasi,Varanasi South,GEN,NARENDRA NATH DUBEY ADIG,M,GEN,50,BHAKALP,91,17,178852,281290,SHYAMDEV ROY CHAUDHARI (DADA),BJP,NARENDRA NATH DUBEY ADIGVaranasi South,Narendra Nath Dubey AdigVARANASI SOUTH,Narendra Nath Dubey Adig,VARANASI SOUTH,Bharat Kalyan Party,0,Graduate Professional,3621499,NA,,
Varanasi,Varanasi North,GEN,NARENDRA NATH DUBEY ADIG,M,GEN,50,BHAKALP,185,16,227796,384603,RAVINDRA JAISWAL,BJP,NARENDRA NATH DUBEY ADIGVaranasi North,Narendra Nath Dubey AdigVARANASI NORTH,Narendra Nath Dubey Adig,VARANASI NORTH,Bharat Kalyan Party,0,Graduate Professional,3621499,NA,,
Etawah,Etawah,GEN,NARENDRA NATH CHATURVEDI URF BALLU CHOUDHRI,M,GEN,66,BSP,43577,3,221223,381680,RAGHURAJ SINGH SHAKYA,SP,NARENDRA NATH CHATURVEDI URF BALLU CHOUDHRIEtawah,Narendra Nath Chaturvedi Urf Ballu ChoudhriETAWAH,Narendra Nath Chaturvedi Urf Ballu Choudhri,ETAWAH,BSP,0,Graduate Professional,23110000,NA,,
Pratapgarh,Raniganj,GEN,NARENDRA KUMAR,M,GEN,40,BMUP,629,13,177301,315821,PRO. SHIVAKANT OJHA,SP,NARENDRA KUMARRaniganj,Narendra KumarRANIGANJ,Narendra Kumar,RANIGANJ,Bahujan Mukti Party,2,Graduate Professional,6815000,1,,
Rae Bareli,Harchandpur,GEN,NARENDRA KUMAR YADAV,M,GEN,29,RLD,1068,8,185503,303815,SURENDRA VIKRAM SINGH,SP,NARENDRA KUMAR YADAVHarchandpur,Narendra Kumar YadavHARCHANDPUR,Narendra Kumar Yadav,HARCHANDPUR,RLD,0,8th Pass,2080000,NA,,
Kaushambi,Chail,GEN,NARENDRA KUMAR MAURYA,M,GEN,41,BMUP,2432,7,203375,365347,MOHD ASHIF JAFRI,BSP,NARENDRA KUMAR MAURYAChail,Narendra Kumar MauryaCHAIL,Narendra Kumar Maurya,CHAIL,Bahujan Mukti Party,0,12th Pass,2408000,NA,,
Varanasi,Varanasi North,GEN,NARENDRA BAHADUR SINGH,M,GEN,58,makm,178,17,227796,384603,RAVINDRA JAISWAL,BJP,NARENDRA BAHADUR SINGHVaranasi North,Narendra Bahadur SinghVARANASI NORTH,Narendra Bahadur Singh,VARANASI NORTH,Manav Kalyan Munch,0,Graduate,3149538,NA,,
Gautam Buddha Nagar,Jewar,GEN,NARENDER NAGAR,M,GEN,40,SP,13239,3,211424,322998,VEDRAM BHATI,BSP,NARENDER NAGARJewar,Narender KumarJEWAR,Narender Kumar,JEWAR,SP,0,Graduate,22545243,NA,MOHD. JAMEELShohratgarh,Mo. JameelSHOHRATGARH
Agra,Agra Rural ,SC,NARAYAN SINGH SUMAN,M,SC,63,RLD,17446,4,250042,392467,KALI CHARAN SUMAN,BSP,NARAYAN SINGH SUMANAgra Rural ,Narayan SinghAGRA RURAL ,Narayan Singh,AGRA RURAL ,RLD,2,8th Pass,88273403,1,ABUL QAIS AZMIPhoolpur Pawai,Abul QaisPHOOLPUR PAWAI
Ballia,Ballia Nagar,GEN,NARAD,M,GEN,53,BSP,31515,3,186120,358157,NARAD RAI,SP,NARADBallia Nagar,NaradBALLIA NAGAR,Narad,BALLIA NAGAR,BSP,3,Post Graduate,93415146,1,,
Kanpur Nagar,Ghatampur ,SC,NANDRAM SONKER,M,SC,55,INC,40465,3,191226,308927,INDRAJEET KORI,SP,NANDRAM SONKERGhatampur ,Nandram SonkarGHATAMPUR ,Nandram Sonkar,GHATAMPUR ,INC,0,12th Pass,9914913,NA,KM.LATARampur Maniharan ,Km.LataRAMPUR MANIHARAN
Jaunpur,Machhlishahr S.C.,SC,NANDLAL,M,SC,36,ManKP,304,15,208351,365147,JAGDISH SONKAR,SP,NANDLALMachhlishahr S.C.,NandlalMACHHLISHAHR ,Nandlal,MACHHLISHAHR ,Manav Kranti Party,0,8th Pass,708000,NA,RAHUL SINGH YADAVRobertsganj,Chaudari Yashvant SinghROBERTSGANJ
Gorakhpur,Bansgaon,SC,NANDLAL,M,SC,48,NINSHAD,7892,4,178826,370785,DR. VIJAY KUMAR,BSP,NANDLALBansgaon,NandlalBANSGAON ,Nandlal,BANSGAON ,Nirbal Indian Shoshit Hamara Aam Dal,0,12th Pass,179000,NA,CHANDRIKA NISHADRudrapur,ChandrikaRUDRAPUR
Ghaziabad,Loni,GEN,NANDKISHOR,M,GEN,41,BJP,113088,1,274588,456713,ZAKIR ALI,BSP,NANDKISHORLoni,NandkishorLONI,Nandkishor,LONI,BJP,5,Post Graduate,14862924,1,,
Gorakhpur,Gorakhpur Urban,GEN,NANDA SINGH,F,GEN,45,SATKP,385,13,219439,429226,DR RADHA MOHAN DAS AGARWAL,BJP,NANDA SINGHGorakhpur Urban,Nanda SinghGORAKHPUR URBAN,Nanda Singh,GORAKHPUR URBAN,Satya Kranti Party,0,Graduate,10011500,NA,,
Balrampur,Utraula,GEN,NAND LAL,M,GEN,59,BSRD,439,13,198527,411396,ARIF ANWAR HASHMI,SP,NAND LALUtraula,Nand LalUTRAULA,Nand Lal,UTRAULA,Bharatiya Subhash Sena,0,8th Pass,418000,NA,,
Pratapgarh,Vishwanathganj,GEN,NANDLAL YADAV,M,GEN,58,BMUP,1238,11,196702,380507,RAJA RAM,SP,NANDLAL YADAVVishwanathganj,Nand Lal YadavVISHWANATH GANJ,Nand Lal Yadav,VISHWANATH GANJ,Bahujan Mukti Party,0,Graduate Professional,4058000,NA,,
Kanpur Nagar,Sishamau,GEN,NAND LAL KORI,M,SC,30,BSP,11949,3,154265,272294,HAJI IRFAN SOLANKI,SP,NAND LAL KORISishamau,Nand Lal SinghSISHAMAU,Nand Lal Singh,SISHAMAU,BSP,0,Others,10375576,NA,,
Ambedkar Nagar,Akbarpur  ,GEN,NAND LAL &#39;BHARTI&#39;,M,SC,60,BMUP,430,13,204326,306161,RAM MURTI VERMA,SP,NAND LAL &#39;BHARTI&#39;Akbarpur  ,Nand Lal BhartiAKBARPUR,Nand Lal Bharti,AKBARPUR,Bahujan Mukti Party,0,Post Graduate,6757300,NA,AJAY KUMARPaniyara,Ajay KumarHARRAIYA
Ambedkar Nagar,Akbarpur  ,GEN,NAND KUMAR TIWARI RANA,M,GEN,45,SHS,800,9,204326,306161,RAM MURTI VERMA,SP,NAND KUMAR TIWARI RANAAkbarpur  ,Nand KumarAKBARPUR,Nand Kumar,AKBARPUR,SHS,0,8th Pass,2193200,NA,AJIT PRATAP KUSHWAHAJangipur,Ajeet Pratap KushwahaJANGIPUR
Allahabad,Allahabad South,GEN,NAND GOPAL GUPTA NANDI,M,GEN,42,BJP,93011,1,177087,392097,HAJI PARVEJ AHMAD (TANKI),SP,NAND GOPAL GUPTA NANDIAllahabad South,Nand Gopal Gupta NandiALLAHABAD SOUTH,Nand Gopal Gupta Nandi,ALLAHABAD SOUTH,BJP,7,10th Pass,571103000,1,,
Azamgarh,Nizamabad,GEN,NALINIKANT,M,GEN,54,RsJnP,175,16,167478,303975,ALAMBADI,SP,NALINIKANTNizamabad,NalinikantNIZAMABAD,Nalinikant,NIZAMABAD,Rashtravyapi Janta Party,0,Post Graduate,2288925,NA,,
Bijnor,Dhampur,GEN,NAIMUDDIN,M,GEN,52,RLD,659,5,193043,282279,TH. MOOL CHAND CHAUHAN,SP,NAIMUDDINDhampur,NaimuddinDHAMPUR,Naimuddin,DHAMPUR,RLD,0,Graduate,5170000,NA,,
Bijnor,Noorpur,GEN,NAIM UL HASAN,M,GEN,47,SP,66436,2,203116,303478,LOKENDRA SINGH,BJP,NAIM UL HASANNoorpur,Naim Ul HasanNOORPUR,Naim Ul Hasan,NOORPUR,SP,1,Graduate,46740611,1,,
Shamli,Kairana,GEN,NAHID HASAN,M,GEN,29,SP,98830,1,209165,300659,HUKUM SINGH,BJP,NAHID HASANKairana,Nahid HasanKAIRANA,Nahid Hasan,KAIRANA,SP,3,Graduate Professional,30082127,1,,
Varanasi,Sevapuri,GEN,NAGESHWAR,M,GEN,36,BSD,862,10,206534,318423,SURENDRA SINGH PATEL,SP,NAGESHWARSevapuri,NageshwarSEVAPURI,Nageshwar,SEVAPURI,Bharatiya Samaj Dal,0,Post Graduate,50500,NA,,
Pratapgarh,Rampur Khas,GEN,NAGESH SINGH,M,GEN,47,SWPI,542,14,170734,315794,PRAMOD KUMAR,INC,NAGESH SINGHRampur Khas,Nagesh SinghRAMPUR KHAS,Nagesh Singh,RAMPUR KHAS,Swarajya Party Of India,0,10th Pass,394780,NA,,
Pratapgarh,Rampur Khas,GEN,NAGESH PRATAP SINGH URF CHHOTE SARKAR,M,GEN,29,BJP,64397,2,170734,315794,PRAMOD KUMAR,INC,NAGESH PRATAP SINGH URF CHHOTE SARKARRampur Khas,Nagesh Pratap Singh Urf Chhote SarkarRAMPUR KHAS,Nagesh Pratap Singh Urf Chhote Sarkar,RAMPUR KHAS,BJP,5,Graduate Professional,2208339,1,,
Unnao,Bhagwantnagar,GEN,NAGENDRA,M,SC,49,BMUP,808,12,234372,409687,KULDEEP SINGH SENGAR,SP,NAGENDRABhagwantnagar,NagendraBHAGWANTNAGAR,Nagendra,BHAGWANTNAGAR,Bahujan Mukti Party,0,Post Graduate,18000,NA,,
Hapur,Dholana,GEN,NAGENDAR SINGH URF NAGAN,M,GEN,45,RLD,3025,7,253860,379476,DHARMESH SINGH TOMAR,SP,NAGENDAR SINGH URF NAGANDholana,Nagendra SinghDHOLANA,Nagendra Singh,DHOLANA,RLD,0,12th Pass,458700,NA,IQBAL MEHMOODSambhal,Iqbal MahmoodSAMBHAL
Ghaziabad,Dholana,GEN,NAGENDAR SINGH URF NAGAN,M,GEN,45,RLD,3025,8,253860,379476,DHARMESH SINGH TOMAR,SP,NAGENDAR SINGH URF NAGANDholana,Nagendra SinghDHOLANA,Nagendra Singh,DHOLANA,RLD,0,12th Pass,458700,NA,IRFAN PATHANTanda,IrfanTANDA
Farrukhabad,Bhojpur,GEN,NAGENDRA SINGH RATHORE,M,GEN,59,BJP,93673,1,187726,307153,JAMALUDDIN SIDDIQUI,SP,NAGENDRA SINGH RATHOREBhojpur,Nagendra SinghBHOJPUR,Nagendra Singh,BHOJPUR,BJP,0,Graduate,13215957,NA,"DR,SEEMA SINGHLucknow North",Seema SinghLUCKNOW NORTH
Maharajganj,Pharenda,GEN,NAGENDRA NATH,M,GEN,45,BMUP,429,13,198963,333601,BAJRANG BAHADUR SINGH,BJP,NAGENDRA NATHPharenda,Nagendra NathPHARENDA,Nagendra Nath,PHARENDA,Bahujan Mukti Party,0,12th Pass,1577500,NA,,
Hapur,Garhmukteshwar,GEN,NAFEES AHMAD,M,GEN,30,BaJD,349,13,221779,329503,MADAN CHAUHAN,SP,NAFEES AHMADGarhmukteshwar,Nafis AhamadGARHMUKTESHWAR,Nafis Ahamad,GARHMUKTESHWAR,"Bhartiya Janta	Dal",0,Not Given,30000,NA,KAMLESH KUMARIKishani (SC),Kamlesh KumariKISHNI 
Azamgarh,Gopalpur,GEN,NAFEES AHMAD,M,GEN,39,SP,70980,1,189852,335970,WASEEM AHMAD,SP,NAFEES AHMADGopalpur,Nafees AhmadGOPALPUR,Nafees Ahmad,GOPALPUR,SP,0,Post Graduate,6091255,NA,,
Allahabad,Allahabad West,GEN,NADIM AHAMAD,M,GEN,32,AwVP,280,12,198758,418849,POOJA PAL,BSP,NADIM AHAMADAllahabad West,Nadim AhmadALLAHABAD WEST,Nadim Ahmad,ALLAHABAD WEST,Awami Vikas Party,0,8th Pass,350000,NA,ANIS AHMAD KHAN ALIAS PHOOLBABUBisalpur,Anis Ahmad KhanBISALPUR
Jaunpur,Jaunpur,GEN,NADEEM JAVED,M,GEN,40,INC,78040,2,225593,390593,NADEEM JAVED,INC,NADEEM JAVEDJaunpur,Nadeem JavedJAUNPUR,Nadeem Javed,JAUNPUR,INC,4,Post Graduate,13158937,1,,
Meerut,Siwalkhas,GEN,NADEEM AHAMAD URF NADEEM CHAUHAN,M,GEN,34,BSP,42524,4,225388,318698,GHULAM MOHAMMED,SP,NADEEM AHAMAD URF NADEEM CHAUHANSiwalkhas,Nadeem AhamadSIWALKHAS,Nadeem Ahamad,SIWALKHAS,BSP,1,10th Pass,28446495,1,,
Ballia,Sikanderpur,GEN,MUSTAK,M,GEN,61,BMUP,983,12,164623,286805,JIAUDDIN RIJVI,SP,MUSTAKSikanderpur,MustakSIKANDERPUR,Mustak,SIKANDERPUR,Bahujan Mukti Party,0,Graduate,4480000,NA,,
Budaun,Bilsi,GEN,MUSARRAT ALI BITTAN,M,GEN,45,BSP,55091,2,196042,334037,MUSARRAT ALI BITTAN,BSP,MUSARRAT ALI BITTANBilsi,Musarrat Ali BittanBILSI,Musarrat Ali Bittan,BILSI,BSP,0,8th Pass,104966717,NA,,
Muzaffarnagar,Muzaffar Nagar,GEN,MURTAZA SALMANI,M,GEN,27,CPI,491,7,215602,334332,CHITRANJAN SWAROOP,SP,MURTAZA SALMANIMuzaffar Nagar,Murtaza SalmaniMUZAFFAR NAGAR,Murtaza Salmani,MUZAFFAR NAGAR,CPI,0,12th Pass,3510000,NA,,
Deoria,Barhaj,GEN,MURLI MANOHAR JAISWAL,M,GEN,27,BSP,50280,2,168667,292657,PREM PRAKASH SINGH,SP,MURLI MANOHAR JAISWALBarhaj,Murli Manohar JaiswalBARHAJ,Murli Manohar Jaiswal,BARHAJ,BSP,2,Graduate Professional,17348360,NA,,
Hardoi,Gopamau ,SC,MUNSHI LAL,M,SC,54,RASHVIP,1386,6,203089,330381,SHYAM PRAKASH,SP,MUNSHI LALGopamau ,Munshi LalGOPAMAU ,Munshi Lal,GOPAMAU ,Rashtriya Shahri Vikas Party,0,12th Pass,1150000,NA,,
Kanpur Dehat,Rasulabad ,SC,MUNNILAL,M,SC,50,BSCP,1018,6,189438,311334,SHIV KUMAR BERIA,SP,MUNNILALRasulabad ,MunnilalRASULABAD ,Munnilal,RASULABAD ,Bhartiya Shakti Chetna Party,0,12th Pass,1880000,NA,,
Deoria,Salempur,SC,MUNNILAL PASWAN,M,SC,61,PECP,812,7,162464,309089,MANBODH,SP,MUNNILAL PASWANSalempur,Munni LalSALEMPUR,Munni Lal,SALEMPUR,Peace Party,0,10th Pass,1772000,NA,VINAY BHAIYAHasanpur,Vinay AgarwalHASANPUR
Bijnor,Nehtaur,SC,MUNNALAL PREMI,M,SC,63,INC,53493,2,188238,286410,OM KUMAR,BSP,MUNNALAL PREMINehtaur,Munnalal PremiNEHTAUR ,Munnalal Premi,NEHTAUR ,INC,0,Not Given,5342284,NA,SANTOSH KUMAR TIWARIColonelganj,Santosh KumarCOLONELGANJ
Mahoba,Mahoba,GEN,MUNNALAL DHURIYA,M,GEN,43,BSCP,1670,5,197298,298835,RAJNARAIN ALIAS RAJJU,BSP,MUNNALAL DHURIYAMahoba,Munnalal DhuriyaMAHOBA,Munnalal Dhuriya,MAHOBA,Bhartiya Shakti Chetna Party,0,Graduate Professional,2739276,NA,,
Ambedkar Nagar,Katehari,GEN,MUNIR AHMAD,M,GEN,61,CPI(ML)(L),2024,6,234435,370154,SHANKH LAL MANJHI,SP,MUNIR AHMADKatehari,Munir AhmadKATEHARI,Munir Ahmad,KATEHARI,CPI(ML)(L),0,Graduate Professional,600000,NA,,
Kushinagar,Tamkuhi Raj,GEN,MUNIR AHAMAD,M,GEN,65,NCP,1094,10,215295,378534,AJAY KUMAR 'LALLOO',INC,MUNIR AHAMADTamkuhi Raj,Munir AhamadTAMKUHI RAJ,Munir Ahamad,TAMKUHI RAJ,NCP,0,10th Pass,2542900,NA,,
Kanpur Nagar,Bithoor,GEN,MUNINDRA SHUKLA,M,SC,58,SP,54302,2,230569,354102,MUNINDRA SHUKLA,SP,MUNINDRA SHUKLABithoor,Munindra ShuklaBITHOOR,Munindra Shukla,BITHOOR,SP,3,12th Pass,19605232,NA,,
Firozabad,Jasrana,GEN,MUNENDRA SINGH,M,GEN,46,RSD,321,11,230402,340477,RAMVEER  SINGH,SP,MUNENDRA SINGHJasrana,Munendra SinghJASRANA,Munendra Singh,JASRANA,Rashtriya Sawarn Dal,1,Post Graduate,5478360,1,,
Varanasi,Pindra,GEN,MUMTAZ,M,GEN,33,MHD,624,10,204379,342536,AJAY,INC,MUMTAZPindra,MumtazPINDRA,Mumtaz,PINDRA,Mahamukti Dal,0,8th Pass,3091000,NA,,
Jaunpur,Machhlishahr S.C.,SC,MULCHAND,M,SC,82,RLD,1070,8,208351,365147,JAGDISH SONKAR,SP,MULCHANDMachhlishahr S.C.,MulchandMACHHLISHAHR ,Mulchand,MACHHLISHAHR ,RLD,0,Literate,4590486,NA,RAJ KARAN KABIRNaraini ,RajkaranNARAINI 
Baharaich,Kaiserganj,GEN,MUKUT BIHARI,M,GEN,69,BJP,85212,1,209536,371265,MUKUT BIHARI,BJP,MUKUT BIHARIKaiserganj,Mukut BihariKAISERGANJ,Mukut Bihari,KAISERGANJ,BJP,0,Graduate Professional,20588659,NA,,
Bulandsahar,Shikarpur,GEN,MUKUL UPADHYAY,M,GEN,44,BSP,51667,2,202812,310888,MUKESH SHARMA,SP,MUKUL UPADHYAYShikarpur,Mukul UpadhyaySHIKARPUR,Mukul Upadhyay,SHIKARPUR,BSP,0,10th Pass,65100389,NA,,
Balrampur,Gainsari,GEN,MUKTIYAR,M,GEN,51,BSRD,484,14,196112,349774,DR. SHIV PRATAP YADAV,SP,MUKTIYARGainsari,MuktiyarGAINSARI,Muktiyar,GAINSARI,Bharatiya Subhash Sena,0,Post Graduate,3064500,NA,,
Jaunpur,Mariyahu,GEN,MUKTESHWAR,M,GEN,58,MANBP,352,23,180072,308120,SHRADDHA YADAV,SP,MUKTESHWARMariyahu,MukteshwarMARIYAHU,Mukteshwar,MARIYAHU,Manviya Bharat Party,3,Post Graduate,4063225,NA,,
Mau,Mau,GEN,MUKHTAR ANSHARI,M,GEN,57,BSP,96793,1,266081,442270,MUKHTAR ANSARI,QED,MUKHTAR ANSHARIMau,Mukhtar AnsariMAU,Mukhtar Ansari,MAU,BSP,16,Graduate,218857273,1,RAM GOVIND CHAUDHERIBansdih,Ram Govind ChaudhariBANSDIH
Agra,Agra North,GEN,MUKESH,M,GEN,30,RSMD,237,14,230858,395511,JAGAN PRASAD GARG,BJP,MUKESHAgra North,MukeshAGRA NORTH,Mukesh,AGRA NORTH,Rashtriya Samanta Dal,0,10th Pass,196000,NA,,
Firozabad,Shikohabad,GEN,MUKESH VERMA,M,GEN,48,BJP,87851,1,214769,324838,OM PRAKASH VERMA,SP,MUKESH VERMAShikohabad,Mukesh VermaSHIKOHABAD,Mukesh Verma,SHIKOHABAD,BJP,0,Post Graduate,13142236,NA,,
Baharaich,Payagpur,GEN,MUKESH SRIVASTAVA ALIAS GYANENDERA PRATAP,M,GEN,40,SP,60713,2,206209,363024,MUKESH SRIVASTVA ALIAS GYANENDRA PRATAP,INC,MUKESH SRIVASTAVA ALIAS GYANENDERA PRATAPPayagpur,Mukesh Srivastava Urf Gyanendera PratapPAYAGPUR,Mukesh Srivastava Urf Gyanendera Pratap,PAYAGPUR,SP,5,12th Pass,38644472,1,SHAZ ISHAQ URF AJJU ISHAQKoil,"Shaz Ishaq	Urf Ajju IshaqKOIL"
Bulandsahar,Shikarpur,GEN,MUKESH SHARMA,M,GEN,35,RLD,7734,4,202812,310888,MUKESH SHARMA,SP,MUKESH SHARMAShikarpur,Mukesh SharmaSHIKARPUR,Mukesh Sharma,SHIKARPUR,RLD,0,12th Pass,144013887,NA,,
Mathura,Mant,GEN,MUKESH KUMAR,M,GEN,34,BHAKALP,232,11,210696,316496,JAYANT CHAUDHARY,RLD,MUKESH KUMARMant,Mukesh KumarMANT,Mukesh Kumar,MANT,Bharat Kalyan Party,0,10th Pass,10100,NA,,
Ghaziabad,Dholana,GEN,MUKESH KUMAR,M,SC,40,SWAJANPA,2026,9,253860,379476,DHARMESH SINGH TOMAR,SP,MUKESH KUMARDholana,Mukesh KumarDHOLANA,Mukesh Kumar,DHOLANA,Swatantra Jantaraj Party,0,Graduate,154237,NA,,
Hapur,Dholana,GEN,MUKESH KUMAR,M,SC,40,SWAJANPA,2026,10,253860,379476,DHARMESH SINGH TOMAR,SP,MUKESH KUMARDholana,Mukesh KumarDHOLANA,Mukesh Kumar,DHOLANA,Swatantra Jantaraj Party,0,Graduate,154237,NA,,
